Starting new run: Thu Jul 06 14:47:08 2023

alphaCam;alphaDotCam;systemTime
0.005319;0.001875;Thu Jul 06 14:47:24 2023
0.005291;-0.001875;Thu Jul 06 14:47:24 2023
0.005291;0.000000;Thu Jul 06 14:47:24 2023
0.000000;-0.352432;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.010582;0.704796;Thu Jul 06 14:47:24 2023
0.005319;-0.350498;Thu Jul 06 14:47:24 2023
-0.005236;-0.702968;Thu Jul 06 14:47:24 2023
0.010582;1.053395;Thu Jul 06 14:47:24 2023
0.000000;-0.704673;Thu Jul 06 14:47:24 2023
0.005291;0.352326;Thu Jul 06 14:47:24 2023
0.000000;-0.352307;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.005291;0.352285;Thu Jul 06 14:47:24 2023
0.010582;0.352265;Thu Jul 06 14:47:24 2023
0.000000;-0.704553;Thu Jul 06 14:47:24 2023
0.005291;0.352512;Thu Jul 06 14:47:24 2023
0.000000;-0.352630;Thu Jul 06 14:47:24 2023
0.005291;0.352784;Thu Jul 06 14:47:24 2023
0.000000;-0.352582;Thu Jul 06 14:47:24 2023
0.005291;0.352582;Thu Jul 06 14:47:24 2023
0.005319;0.001875;Thu Jul 06 14:47:24 2023
0.005319;0.000000;Thu Jul 06 14:47:24 2023
0.000000;-0.354410;Thu Jul 06 14:47:24 2023
0.010582;0.705002;Thu Jul 06 14:47:24 2023
0.005263;-0.354323;Thu Jul 06 14:47:24 2023
0.000000;-0.350608;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.010582;0.704811;Thu Jul 06 14:47:24 2023
0.005319;-0.350521;Thu Jul 06 14:47:24 2023
0.005291;-0.001875;Thu Jul 06 14:47:24 2023
0.005291;0.000000;Thu Jul 06 14:47:24 2023
0.000000;-0.352395;Thu Jul 06 14:47:24 2023
0.005291;0.352371;Thu Jul 06 14:47:24 2023
0.005263;-0.001854;Thu Jul 06 14:47:24 2023
0.005291;0.001854;Thu Jul 06 14:47:24 2023
0.000000;-0.352302;Thu Jul 06 14:47:24 2023
0.005291;0.352278;Thu Jul 06 14:47:24 2023
0.000000;-0.352278;Thu Jul 06 14:47:24 2023
0.005291;0.352255;Thu Jul 06 14:47:24 2023
0.000000;-0.352233;Thu Jul 06 14:47:24 2023
0.005291;0.352209;Thu Jul 06 14:47:24 2023
0.010582;0.352166;Thu Jul 06 14:47:24 2023
0.005291;-0.352144;Thu Jul 06 14:47:24 2023
0.005319;0.001873;Thu Jul 06 14:47:24 2023
0.005319;0.000000;Thu Jul 06 14:47:24 2023
0.005291;-0.001873;Thu Jul 06 14:47:25 2023
0.000000;-0.352143;Thu Jul 06 14:47:25 2023
0.005319;0.353993;Thu Jul 06 14:47:25 2023
0.005291;-0.001873;Thu Jul 06 14:47:25 2023
0.005291;0.000000;Thu Jul 06 14:47:25 2023
0.005291;0.000000;Thu Jul 06 14:47:25 2023
0.005263;-0.001853;Thu Jul 06 14:47:25 2023
0.005291;0.001853;Thu Jul 06 14:47:25 2023
0.005319;0.001872;Thu Jul 06 14:47:25 2023
